chapter_folder,word_number,type,english,french,relative_path
07_Food_Drink_Shopping_Money,379,sentence1,I eat breakfast every morning.,Je prends le petit-déjeuner tous les matins.,07_Food_Drink_Shopping_Money/379_breakfast_ex1.m4a
07_Food_Drink_Shopping_Money,379,sentence2,We had breakfast together.,Nous avons pris le petit-déjeuner ensemble.,07_Food_Drink_Shopping_Money/379_breakfast_ex2.m4a
07_Food_Drink_Shopping_Money,380,word,lunch,déjeuner,07_Food_Drink_Shopping_Money/380_lunch.m4a
07_Food_Drink_Shopping_Money,380,sentence1,I eat lunch at noon.,Je prends le déjeuner à midi.,07_Food_Drink_Shopping_Money/380_lunch_ex1.m4a
07_Food_Drink_Shopping_Money,380,sentence2,We had lunch together.,Nous avons déjeuné ensemble.,07_Food_Drink_Shopping_Money/380_lunch_ex2.m4a
07_Food_Drink_Shopping_Money,381,word,dinner,dîner,07_Food_Drink_Shopping_Money/381_dinner.m4a
07_Food_Drink_Shopping_Money,381,sentence1,I eat dinner at seven.,Je dîne à dix-neuf heures.,07_Food_Drink_Shopping_Money/381_dinner_ex1.m4a
07_Food_Drink_Shopping_Money,381,sentence2,We had dinner together.,Nous avons dîné ensemble.,07_Food_Drink_Shopping_Money/381_dinner_ex2.m4a
07_Food_Drink_Shopping_Money,382,word,meal,repas,07_Food_Drink_Shopping_Money/382_meal.m4a
07_Food_Drink_Shopping_Money,382,sentence1,This was a delicious meal.,C'était un repas délicieux.,07_Food_Drink_Shopping_Money/382_meal_ex1.m4a
07_Food_Drink_Shopping_Money,382,sentence2,We shared a meal together.,Nous avons partagé un repas ensemble.,07_Food_Drink_Shopping_Money/382_meal_ex2.m4a
07_Food_Drink_Shopping_Money,611,word,shop,boutique,07_Food_Drink_Shopping_Money/611_shop.m4a
07_Food_Drink_Shopping_Money,611,sentence1,I bought this at a small shop.,J'ai acheté ça dans une petite boutique.,07_Food_Drink_Shopping_Money/611_shop_ex1.m4a
07_Food_Drink_Shopping_Money,611,sentence2,This shop sells handmade jewelry.,Cette boutique vend des bijoux faits main.,07_Food_Drink_Shopping_Money/611_shop_ex2.m4a
07_Food_Drink_Shopping_Money,612,word,price,prix,07_Food_Drink_Shopping_Money/612_price.m4a
07_Food_Drink_Shopping_Money,612,sentence1,The price of this jacket is too high.,Le prix de cette veste est trop élevé.,07_Food_Drink_Shopping_Money/612_price_ex1.m4a
07_Food_Drink_Shopping_Money,612,sentence2,I asked about the price before buying.,J'ai demandé le prix avant d'acheter.,07_Food_Drink_Shopping_Money/612_price_ex2.m4a
07_Food_Drink_Shopping_Money,613,word,discount,réduction,07_Food_Drink_Shopping_Money/613_discount.m4a
07_Food_Drink_Shopping_Money,613,sentence1,We got a discount on the purchase.,Nous avons obtenu une réduction sur l'achat.,07_Food_Drink_Shopping_Money/613_discount_ex1.m4a
07_Food_Drink_Shopping_Money,613,sentence2,This store offers a big discount today.,Ce magasin offre une grosse réduction aujourd'hui.,07_Food_Drink_Shopping_Money/613_discount_ex2.m4a
07_Food_Drink_Shopping_Money,614,word,receipt,reçu,07_Food_Drink_Shopping_Money/614_receipt.m4a
07_Food_Drink_Shopping_Money,614,sentence1,Please keep your receipt.,"Garde ton reçu, s'il te plaît.",07_Food_Drink_Shopping_Money/614_receipt_ex1.m4a
07_Food_Drink_Shopping_Money,614,sentence2,I lost my receipt for the return.,J'ai perdu mon reçu pour le remboursement.,07_Food_Drink_Shopping_Money/614_receipt_ex2.m4a
07_Food_Drink_Shopping_Money,615,word,cash,argent liquide,07_Food_Drink_Shopping_Money/615_cash.m4a
07_Food_Drink_Shopping_Money,615,sentence1,I paid in cash.,J'ai payé en argent liquide.,07_Food_Drink_Shopping_Money/615_cash_ex1.m4a
07_Food_Drink_Shopping_Money,615,sentence2,I don't carry much cash.,Je n'ai pas beaucoup d'argent liquide sur moi.,07_Food_Drink_Shopping_Money/615_cash_ex2.m4a
07_Food_Drink_Shopping_Money,616,word,wallet,portefeuille,07_Food_Drink_Shopping_Money/616_wallet.m4a
07_Food_Drink_Shopping_Money,616,sentence1,I lost my wallet yesterday.,J'ai perdu mon portefeuille hier.,07_Food_Drink_Shopping_Money/616_wallet_ex1.m4a
07_Food_Drink_Shopping_Money,616,sentence2,This wallet is made of leather.,Ce portefeuille est en cuir.,07_Food_Drink_Shopping_Money/616_wallet_ex2.m4a
07_Food_Drink_Shopping_Money,617,word,bargain,bonne affaire,07_Food_Drink_Shopping_Money/617_bargain.m4a
07_Food_Drink_Shopping_Money,617,sentence1,This is a great bargain.,C'est une excellente affaire.,07_Food_Drink_Shopping_Money/617_bargain_ex1.m4a
07_Food_Drink_Shopping_Money,617,sentence2,I found a bargain at the market.,J'ai trouvé une bonne affaire au marché.,07_Food_Drink_Shopping_Money/617_bargain_ex2.m4a
07_Food_Drink_Shopping_Money,618,word,customer,client,07_Food_Drink_Shopping_Money/618_customer.m4a
07_Food_Drink_Shopping_Money,618,sentence1,The customer was very satisfied.,Le client était très satisfait.,07_Food_Drink_Shopping_Money/618_customer_ex1.m4a
07_Food_Drink_Shopping_Money,618,sentence2,We treat every customer with respect.,Nous traitons chaque client avec respect.,07_Food_Drink_Shopping_Money/618_customer_ex2.m4a
07_Food_Drink_Shopping_Money,619,word,sale,solde,07_Food_Drink_Shopping_Money/619_sale.m4a
07_Food_Drink_Shopping_Money,619,sentence1,There is a big sale this weekend.,Il y a de grands soldes ce week-end.,07_Food_Drink_Shopping_Money/619_sale_ex1.m4a
07_Food_Drink_Shopping_Money,619,sentence2,I bought this dress on sale.,J'ai acheté cette robe en solde.,07_Food_Drink_Shopping_Money/619_sale_ex2.m4a
07_Food_Drink_Shopping_Money,620,word,coupon,coupon,07_Food_Drink_Shopping_Money/620_coupon.m4a
07_Food_Drink_Shopping_Money,620,sentence1,I used a coupon for this purchase.,J'ai utilisé un coupon pour cet achat.,07_Food_Drink_Shopping_Money/620_coupon_ex1.m4a
07_Food_Drink_Shopping_Money,620,sentence2,This coupon gives twenty percent off.,Ce coupon donne une réduction de vingt pour cent.,07_Food_Drink_Shopping_Money/620_coupon_ex2.m4a
08_Body_Health_Emotions,383,word,body,corps,08_Body_Health_Emotions/383_body.m4a
08_Body_Health_Emotions,383,sentence1,I exercise to keep my body healthy.,Je fais de l'exercice pour garder mon corps en bonne santé.,08_Body_Health_Emotions/383_body_ex1.m4a
08_Body_Health_Emotions,383,sentence2,The human body is amazing.,Le corps humain est incroyable.,08_Body_Health_Emotions/383_body_ex2.m4a
08_Body_Health_Emotions,384,word,head,tête,08_Body_Health_Emotions/384_head.m4a
08_Body_Health_Emotions,384,sentence1,I have a headache.,J'ai mal à la tête.,08_Body_Health_Emotions/384_head_ex1.m4a
08_Body_Health_Emotions,384,sentence2,She nodded her head.,Elle a hoché la tête.,08_Body_Health_Emotions/384_head_ex2.m4a
08_Body_Health_Emotions,385,word,face,visage,08_Body_Health_Emotions/385_face.m4a
08_Body_Health_Emotions,385,sentence1,She has a beautiful face.,Elle a un beau visage.,08_Body_Health_Emotions/385_face_ex1.m4a
08_Body_Health_Emotions,385,sentence2,I washed my face this morning.,Je me suis lavé le visage ce matin.,08_Body_Health_Emotions/385_face_ex2.m4a
08_Body_Health_Emotions,386,word,eye,œil,08_Body_Health_Emotions/386_eye.m4a
08_Body_Health_Emotions,386,sentence1,She has beautiful blue eyes.,Elle a de beaux yeux bleus.,08_Body_Health_Emotions/386_eye_ex1.m4a
08_Body_Health_Emotions,386,sentence2,I closed my eyes and rested.,J'ai fermé les yeux et me suis reposé.,08_Body_Health_Emotions/386_eye_ex2.m4a
08_Body_Health_Emotions,387,word,ear,oreille,08_Body_Health_Emotions/387_ear.m4a
08_Body_Health_Emotions,387,sentence1,My ear hurts.,J'ai mal à l'oreille.,08_Body_Health_Emotions/387_ear_ex1.m4a
08_Body_Health_Emotions,387,sentence2,She whispered in my ear.,Elle a chuchoté à mon oreille.,08_Body_Health_Emotions/387_ear_ex2.m4a
08_Body_Health_Emotions,388,word,nose,nez,08_Body_Health_Emotions/388_nose.m4a
08_Body_Health_Emotions,388,sentence1,My nose is cold.,J'ai le nez froid.,08_Body_Health_Emotions/388_nose_ex1.m4a
08_Body_Health_Emotions,388,sentence2,She has a small nose.,Elle a un petit nez.,08_Body_Health_Emotions/388_nose_ex2.m4a
08_Body_Health_Emotions,389,word,mouth,bouche,08_Body_Health_Emotions/389_mouth.m4a
08_Body_Health_Emotions,389,sentence1,She has a big smile on her mouth.,Elle a un grand sourire sur les lèvres.,08_Body_Health_Emotions/389_mouth_ex1.m4a
08_Body_Health_Emotions,389,sentence2,I opened my mouth to speak.,J'ai ouvert la bouche pour parler.,08_Body_Health_Emotions/389_mouth_ex2.m4a
08_Body_Health_Emotions,390,word,hand,main,08_Body_Health_Emotions/390_hand.m4a
08_Body_Health_Emotions,390,sentence1,She held my hand.,Elle a tenu ma main.,08_Body_Health_Emotions/390_hand_ex1.m4a
08_Body_Health_Emotions,390,sentence2,I washed my hands before eating.,Je me suis lavé les mains avant de manger.,08_Body_Health_Emotions/390_hand_ex2.m4a
08_Body_Health_Emotions,391,word,arm,bras,08_Body_Health_Emotions/391_arm.m4a
08_Body_Health_Emotions,391,sentence1,She broke her arm skiing.,Elle s'est cassé le bras en skiant.,08_Body_Health_Emotions/391_arm_ex1.m4a
08_Body_Health_Emotions,391,sentence2,I carried the box under my arm.,J'ai porté la boîte sous mon bras.,08_Body_Health_Emotions/391_arm_ex2.m4a
08_Body_Health_Emotions,392,word,leg,jambe,08_Body_Health_Emotions/392_leg.m4a
08_Body_Health_Emotions,392,sentence1,She broke her leg last winter.,Elle s'est cassé la jambe l'hiver dernier.,08_Body_Health_Emotions/392_leg_ex1.m4a
08_Body_Health_Emotions,392,sentence2,My legs are tired from walking.,J'ai les jambes fatiguées d'avoir marché.,08_Body_Health_Emotions/392_leg_ex2.m4a
08_Body_Health_Emotions,393,word,foot,pied,08_Body_Health_Emotions/393_foot.m4a
08_Body_Health_Emotions,393,sentence1,My foot hurts.,J'ai mal au pied.,08_Body_Health_Emotions/393_foot_ex1.m4a
08_Body_Health_Emotions,393,sentence2,I hurt my foot playing soccer.,Je me suis blessé au pied en jouant au soccer.,08_Body_Health_Emotions/393_foot_ex2.m4a
08_Body_Health_Emotions,394,word,heart,cœur,08_Body_Health_Emotions/394_heart.m4a
08_Body_Health_Emotions,394,sentence1,My heart beats fast when I'm nervous.,Mon cœur bat vite quand je suis nerveux.,08_Body_Health_Emotions/394_heart_ex1.m4a
08_Body_Health_Emotions,394,sentence2,She has a kind heart.,Elle a un cœur généreux.,08_Body_Health_Emotions/394_heart_ex2.m4a
08_Body_Health_Emotions,395,word,hair,cheveux,08_Body_Health_Emotions/395_hair.m4a
08_Body_Health_Emotions,395,sentence1,She has long brown hair.,Elle a de longs cheveux bruns.,08_Body_Health_Emotions/395_hair_ex1.m4a
08_Body_Health_Emotions,395,sentence2,I need to cut my hair.,Je dois me couper les cheveux.,08_Body_Health_Emotions/395_hair_ex2.m4a
08_Body_Health_Emotions,396,word,health,santé,08_Body_Health_Emotions/396_health.m4a
08_Body_Health_Emotions,396,sentence1,I take care of my health.,Je prends soin de ma santé.,08_Body_Health_Emotions/396_health_ex1.m4a
08_Body_Health_Emotions,396,sentence2,Good health is very important.,Une bonne santé est très importante.,08_Body_Health_Emotions/396_health_ex2.m4a
08_Body_Health_Emotions,397,word,sick,malade,08_Body_Health_Emotions/397_sick.m4a
08_Body_Health_Emotions,397,sentence1,I feel sick today.,Je me sens malade aujourd'hui.,08_Body_Health_Emotions/397_sick_ex1.m4a
08_Body_Health_Emotions,397,sentence2,She was sick last week.,Elle était malade la semaine dernière.,08_Body_Health_Emotions/397_sick_ex2.m4a
08_Body_Health_Emotions,398,word,pain,douleur,08_Body_Health_Emotions/398_pain.m4a
08_Body_Health_Emotions,398,sentence1,I feel pain in my back.,Je ressens une douleur dans le dos.,08_Body_Health_Emotions/398_pain_ex1.m4a
08_Body_Health_Emotions,398,sentence2,She was in a lot of pain.,Elle souffrait beaucoup.,08_Body_Health_Emotions/398_pain_ex2.m4a
08_Body_Health_Emotions,399,word,tired,fatigué,08_Body_Health_Emotions/399_tired.m4a
08_Body_Health_Emotions,399,sentence1,I am tired today.,Je suis fatigué aujourd'hui.,08_Body_Health_Emotions/399_tired_ex1.m4a
08_Body_Health_Emotions,399,sentence2,She looks tired after work.,Elle a l'air fatiguée après le travail.,08_Body_Health_Emotions/399_tired_ex2.m4a
08_Body_Health_Emotions,400,word,strong,fort,08_Body_Health_Emotions/400_strong.m4a
08_Body_Health_Emotions,400,sentence1,He is very strong.,Il est très fort.,08_Body_Health_Emotions/400_strong_ex1.m4a
08_Body_Health_Emotions,400,sentence2,She has a strong personality.,Elle a une forte personnalité.,08_Body_Health_Emotions/400_strong_ex2.m4a
08_Body_Health_Emotions,401,word,weak,faible,08_Body_Health_Emotions/401_weak.m4a
08_Body_Health_Emotions,401,sentence1,I feel weak after the illness.,Je me sens faible après la maladie.,08_Body_Health_Emotions/401_weak_ex1.m4a
08_Body_Health_Emotions,401,sentence2,The signal is weak here.,Le signal est faible ici.,08_Body_Health_Emotions/401_weak_ex2.m4a
08_Body_Health_Emotions,643,word,medicine,médicament,08_Body_Health_Emotions/643_medicine.m4a
08_Body_Health_Emotions,643,sentence1,I take medicine every morning.,Je prends un médicament chaque matin.,08_Body_Health_Emotions/643_medicine_ex1.m4a
08_Body_Health_Emotions,643,sentence2,This medicine helps with headaches.,Ce médicament aide contre les maux de tête.,08_Body_Health_Emotions/643_medicine_ex2.m4a
08_Body_Health_Emotions,644,word,pharmacy,pharmacie,08_Body_Health_Emotions/644_pharmacy.m4a
08_Body_Health_Emotions,644,sentence1,I bought medicine at the pharmacy.,J'ai acheté un médicament à la pharmacie.,08_Body_Health_Emotions/644_pharmacy_ex1.m4a
08_Body_Health_Emotions,644,sentence2,This pharmacy is open all night.,Cette pharmacie est ouverte toute la nuit.,08_Body_Health_Emotions/644_pharmacy_ex2.m4a
08_Body_Health_Emotions,645,word,vitamin,vitamine,08_Body_Health_Emotions/645_vitamin.m4a
08_Body_Health_Emotions,645,sentence1,I take a vitamin every morning.,Je prends une vitamine chaque matin.,08_Body_Health_Emotions/645_vitamin_ex1.m4a
08_Body_Health_Emotions,645,sentence2,This vitamin is good for the immune system.,Cette vitamine est bonne pour le système immunitaire.,08_Body_Health_Emotions/645_vitamin_ex2.m4a
08_Body_Health_Emotions,646,word,exercise,exercice,08_Body_Health_Emotions/646_exercise.m4a
08_Body_Health_Emotions,646,sentence1,I exercise every morning.,Je fais de l'exercice chaque matin.,08_Body_Health_Emotions/646_exercise_ex1.m4a
08_Body_Health_Emotions,646,sentence2,This exercise strengthens the legs.,Cet exercice renforce les jambes.,08_Body_Health_Emotions/646_exercise_ex2.m4a
08_Body_Health_Emotions,647,word,diet,régime,08_Body_Health_Emotions/647_diet.m4a
08_Body_Health_Emotions,647,sentence1,I started a healthy diet last month.,J'ai commencé un régime sain le mois dernier.,08_Body_Health_Emotions/647_diet_ex1.m4a
